,target,value_count
7793,hem,1
7794,affluent,1
7795,Scots,1
7796,struggling,1
7797,Does,1
7798,monoxide,1
7799,Radiochemical,1
7800,Mantis,1
7801,shootin',1
7802,Scott,1
7803,"Ka""utner's",1
7804,authorized,1
7805,convert,1
7806,sweetened,1
7807,helper,1
7808,convents,1
7809,anti-climax,1
7810,ebbed,1
7811,pedalling,1
7812,neutrals',1
7813,2.3,1
7814,converse,1
7815,Monroe,1
7816,pipeline,1
7817,dry,1
7818,1637,1
7819,inaccurate,1
7820,narrower,1
7821,yearly,1
7822,representing,1
7823,relish,1
7824,TITA,1
7825,gold-,1
7826,greys,1
7827,Du,1
7828,forty-three,1
7829,pianos,1
7830,hexagonal,1
7831,awarded,1
7832,Cyclops,1
7833,hydraulic,1
7834,scrapped,1
7835,allegiance,1
7836,sills,1
7837,Tortorolo,1
7838,supporter,1
7839,seagoing,1
7840,bishop,1
7841,shade,1
7842,tossed,1
7843,ther,1
7844,headache,1
7845,ghosts,1
7846,Trunk,1
7847,advance,1
7848,thence,1
7849,kill,1
7850,NEW,1
7851,cheat,1
7852,boney,1
7853,testily,1
7854,Charauses,1
7855,airy,1
7856,extensive,1
7857,parsons,1
7858,Quite,1
7859,cheerful,1
7860,shrunk,1
7861,Parcifal,1
7862,remarked,1
7863,Youth,1
7864,sugar,1
7865,Caxton's,1
7866,wearily,1
7867,com-,1
7868,controls,1
7869,locality,1
7870,baked,1
7871,overwhelmed,1
7872,ex-Eoka,1
7873,expendi-,1
7874,monitoring,1
7875,incumbency,1
7876,statesman,1
7877,hund-,1
7878,morticed,1
7879,Angle-,1
7880,C's,1
7881,separa-,1
7882,three-and-a-,1
7883,warming,1
7884,minnows,1
7885,8.11,1
7886,thereafter,1
7887,THESE,1
7888,DID,1
7889,practitioners,1
7890,Tolpuddle,1
7891,ANY,1
7892,quick-frozen,1
7893,limpets,1
7894,ripping,1
7895,armoured,1
7896,pug-mill,1
7897,pro-communists,1
7898,consanguinity,1
7899,conveys,1
7900,peaks,1
7901,fixing,1
7902,disturbances,1
7903,looms,1
7904,amiability,1
7905,everlasting,1
7906,pulpit,1
7907,Plastic,1
7908,mouthed,1
7909,rode,1
7910,complicates,1
7911,Moderato,1
7912,lasting,1
7913,aboard,1
7914,Bunk,1
7915,ity,1
7916,bathe,1
7917,verdict,1
7918,Doctor,1
7919,Salvation,1
7920,registration,1
7921,Result,1
7922,solation,1
7923,2jest,1
7924,2skint,1
7925,Philpot,1
7926,quarter-hour,1
7927,imbecile,1
7928,nutrients,1
7929,bluff,1
7930,owlhooters,1
7931,Horse,1
7932,stamps,1
7933,0.1,1
7934,COP,1
7935,relevant,1
7936,occu-,1
7937,summit,1
7938,securities,1
7939,escorted,1
7940,pumped,1
7941,fishermen,1
7942,anvils,1
7943,nitric,1
7944,Convention,1
7945,heartbreak,1
7946,nine-millimetre,1
7947,shone,1
7948,star's,1
7949,TRELAWNY'S,1
7950,bevel,1
7951,resolute,1
7952,hurried,1
7953,VALUE,1
7954,spasmodic,1
7955,6carte,1
7956,Whitstable,1
7957,horizontally,1
7958,uneasy,1
7959,stockbroker,1
7960,BYRON'S,1
7961,demonstration,1
7962,ancients,1
7963,instrument,1
7964,hotter,1
7965,Ahead,1
7966,"70,000,000",1
7967,summonses,1
7968,blew,1
7969,swiftly,1
7970,fury,1
7971,behavior,1
7972,carefully,1
7973,tune,1
7974,trench,1
7975,raked,1
7976,excess,1
7977,Market's,1
7978,Lastly,1
7979,conveniently,1
7980,depressing,1
7981,flippant,1
7982,Enquiries,1
7983,Clay,1
7984,Thorneycroft,1
7985,filing,1
7986,upbringing,1
7987,relate,1
7988,besiege,1
7989,245,1
7990,denounce,1
7991,dc.,1
7992,specialised,1
7993,equations,1
7994,extreme-,1
7995,scorned,1
7996,accompany,1
7997,Tour,1
7998,Fell's,1
7999,greenhouse,1
8000,jealousies,1
8001,Ensure,1
8002,plugs,1
8003,Near,1
8004,working-,1
8005,roller-coaster,1
8006,portholes,1
8007,METROPOLITAN,1
8008,belonging,1
8009,Vision,1
8010,surrounding,1
8011,perish,1
8012,voyagers,1
8013,reminiscent,1
8014,lifelong,1
8015,hearts,1
8016,clatter,1
8017,designers,1
8018,Infants,1
8019,Mutinous,1
8020,Saviour,1
8021,IL,1
8022,luggage,1
8023,tendon,1
8024,digger,1
8025,Home-making,1
8026,anaesthetist,1
8027,admiration,1
8028,pressurized,1
8029,assiduity,1
8030,legislate,1
8031,appreciably,1
8032,assistant,1
8033,flights,1
8034,incredibly,1
8035,surround,1
8036,ridicule,1
8037,inquest,1
8038,meats,1
8039,coincided,1
8040,unpacked,1
8041,sketch,1
8042,deep-throated,1
8043,revision,1
8044,muscles,1
8045,prominence,1
8046,stressed,1
8047,involving,1
8048,150,1
8049,inviting,1
8050,onerous,1
8051,constituted,1
8052,Kenya,1
8053,Elegy,1
8054,Sid,1
8055,describes,1
8056,Cramer,1
8057,temporarily,1
8058,strakes,1
8059,thickening,1
8060,harbour,1
8061,thicken,1
8062,roll-making,1
8063,dedicated,1
8064,denounced,1
8065,v.,1
8066,CHILDREN,1
8067,remonstrated,1
8068,fatality,1
8069,singularly,1
8070,breathless,1
8071,14th,1
8072,COMMONS,1
8073,gentleman,1
8074,privately,1
8075,Germans',1
8076,specifics,1
8077,Houston's,1
8078,coffee-pot,1
8079,recover,1
8080,Draughtsmen,1
8081,scientifically,1
8082,batting,1
8083,FEW,1
8084,ephemeral,1
8085,protecting,1
8086,Farnese,1
8087,rolls,1
8088,over-furnishing,1
8089,nouns,1
8090,CHARAUSES,1
8091,repulsive,1
8092,Cherubim,1
8093,proximity,1
8094,vocal,1
8095,redhead,1
8096,beckoned,1
8097,conducting,1
8098,TWO,1
8099,G.,1
8100,interim,1
8101,fast-disappearing,1
8102,muttering,1
8103,Palladium,1
8104,brightly,1
8105,Stations,1
8106,dishonest,1
8107,snatched,1
8108,Committee's,1
8109,lordship,1
8110,Flanagan,1
8111,alpha,1
8112,shut,1
8113,Anglesey-road,1
8114,automation,1
8115,illustrates,1
8116,SAGE,1
8117,hard-,1
8118,virtue,1
8119,illicit,1
8120,hound,1
8121,attendance,1
8122,Sub-Inspector,1
8123,tation,1
8124,bably,1
8125,chairmen,1
8126,MARKE-,1
8127,15b-counting,1
8128,depart-,1
8129,Gaunt's,1
8130,proprietor,1
8131,fashionable,1
8132,diabetic,1
8133,suffers,1
8134,villages,1
8135,scratched,1
8136,Similar,1
8137,heroine,1
8138,wearying,1
8139,spellbinder,1
8140,cramped,1
8141,strangers,1
8142,rarer,1
8143,infant-in-arms,1
8144,invasions,1
8145,fairer,1
8146,grasshopper,1
8147,day-release,1
8148,Cons.,1
8149,goodness,1
8150,frailty,1
8151,bland,1
8152,Reef,1
8153,switching,1
8154,alley,1
8155,ABOUT,1
8156,sensations,1
8157,Regulations,1
8158,Stoke,1
8159,extends,1
8160,swinging,1
8161,Doris,1
8162,tempt,1
8163,collective,1
8164,steal,1
8165,Villa,1
8166,lends,1
8167,kiss,1
8168,3Naw,1
8169,tranquil,1
8170,candles,1
8171,collector,1
8172,Cold,1
8173,I.R.A.,1
8174,Dennis,1
8175,admittance,1
8176,passion,1
8177,schemas,1
8178,curtains,1
8179,salvias,1
8180,Extra-Mural,1
8181,springtime,1
8182,clearing,1
8183,manpower,1
8184,charts,1
8185,rambling,1
8186,sounds,1
8187,H.M.,1
8188,poured,1
8189,silly,1
8190,stunt,1
8191,peep-peeped,1
8192,runners,1
8193,jolly,1
8194,Montand,1
8195,conceive,1
8196,grubby,1
8197,explosions,1
8198,murmured,1
8199,nap,1
8200,1380,1
8201,unload,1
8202,utilized,1
8203,agape,1
8204,104,1
8205,61-year-old,1
8206,eggs,1
8207,structurally,1
8208,doll's,1
8209,posts,1
8210,noses,1
8211,loaned,1
8212,Henze,1
8213,guilds,1
8214,indolent,1
8215,tide,1
8216,claiming,1
8217,REMAINS,1
8218,poets,1
8219,recommending,1
8220,declare,1
8221,improvisation,1
8222,DRAWN,1
8223,rosettes,1
8224,agricultural,1
8225,self-conscious,1
8226,infra-red,1
8227,combat,1
8228,Behan,1
8229,realization,1
8230,child-like,1
8231,courteously,1
8232,minor,1
8233,Calvinists,1
8234,Michael-,1
8235,imitated,1
8236,seamans-,1
8237,recruited,1
8238,exalted,1
8239,splendours,1
8240,guffaw,1
8241,Interrupted,1
8242,Criticisms,1
8243,prospects,1
8244,crusade,1
8245,hoist,1
8246,seven-,1
8247,31,1
8248,clerks,1
8249,magnetism,1
8250,Face,1
8251,beans,1
8252,rustling,1
8253,shutter,1
8254,vered,1
8255,superba,1
8256,singers,1
8257,handbag,1
8258,partner,1
8259,85,1
8260,withal,1
8261,lots,1
8262,east-,1
8263,yard,1
8264,creep,1
8265,tribute,1
8266,Crown,1
8267,homage,1
8268,dele-,1
8269,eternally,1
8270,enumeration,1
8271,GLENN,1
8272,contractors,1
8273,screeched,1
8274,electoral,1
8275,Watching,1
8276,pin,1
8277,dictating,1
8278,ting,1
8279,drunkard,1
8280,connivance,1
8281,overturn,1
8282,Advanced,1
8283,melo-,1
8284,astute,1
8285,watch,1
8286,conquest,1
8287,haunted,1
8288,Four,1
8289,swear,1
8290,princess,1
8291,Also,1
8292,blond,1
8293,mentioning,1
8294,downward,1
8295,other's,1
8296,Physical,1
8297,digging,1
8298,wholehearted,1
8299,Field-Marshal,1
8300,overcome,1
8301,cheek,1
8302,hanging,1
8303,inhabited,1
8304,Gollancz,1
8305,Bacon,1
8306,Callaghan,1
8307,superior,1
8308,Clarence,1
8309,performer,1
8310,non-manual,1
8311,sewage,1
8312,doorposts,1
8313,whites,1
8314,Devil,1
8315,Casualty,1
8316,wishing,1
8317,Campaign,1
8318,bushes,1
8319,thermoelectric,1
8320,somehow,1
8321,context,1
8322,decreased,1
8323,1910,1
8324,rearguard,1
8325,passive,1
8326,Woman,1
8327,toms,1
8328,Mystery,1
8329,hospitality,1
8330,creak,1
8331,se-,1
8332,sapphire,1
8333,Drama,1
8334,RULING,1
8335,Rubery,1
8336,devised,1
8337,deemed,1
8338,rocked,1
8339,five-,1
8340,Foot,1
8341,unkissed,1
8342,unscrupulous,1
8343,scour,1
8344,instinctively,1
8345,precipitated,1
8346,wandered,1
8347,Kerima,1
8348,Rhincalanus,1
8349,traitor,1
8350,unthinkable,1
8351,intermittent,1
8352,10.15,1
8353,stifling,1
8354,submit,1
8355,duplicating,1
8356,Seed,1
8357,craftsman,1
8358,reliable,1
8359,talents,1
8360,ful,1
8361,atheist,1
8362,colossal,1
8363,Angel,1
8364,imbecility,1
8365,materialist,1
8366,scapegoat,1
8367,chiefs,1
8368,fits,1
8369,dy,1
8370,Bloem-,1
8371,competition,1
8372,Saud,1
8373,Darin,1
8374,middle-class,1
8375,rowlock,1
8376,Quentin,1
8377,tacked,1
8378,INTO,1
8379,roost,1
8380,snatching,1
8381,luncheon,1
8382,midwater,1
8383,all-time,1
8384,satisfies,1
8385,hara-kiri,1
8386,defined,1
8387,1/2-in.-long,1
8388,stripped,1
8389,derrick,1
8390,commentator,1
8391,ovens,1
8392,grave,1
8393,expenses,1
8394,20th-century,1
8395,Moon's,1
8396,quest,1
8397,commonly,1
8398,Boxing,1
8399,Further,1
8400,chaperon,1
8401,slack,1
8402,Scien-,1
8403,sober,1
8404,ci-,1
8405,cuffed,1
8406,rattling,1
8407,Dean,1
8408,radionuclides,1
8409,toys,1
8410,2e-and-nightie,1
8411,beckoning,1
8412,Referring,1
8413,skin,1
8414,tapers,1
8415,C.,1
8416,warden,1
8417,SECRETARY,1
8418,Blasted,1
8419,0.2,1
8420,misrepresentation,1
8421,flict,1
8422,Clapham,1
8423,parrot,1
8424,impervious,1
8425,shuffle,1
8426,Immersed,1
8427,boorish,1
8428,endangered,1
8429,Practically,1
8430,fine-lace,1
8431,dressing,1
8432,Around,1
8433,seeming,1
8434,symbolised,1
8435,interlopers,1
8436,challenger,1
8437,mortally,1
8438,tramples,1
8439,saffron,1
8440,presumed,1
8441,Jersey,1
8442,Cardinal,1
8443,MULE,1
8444,ballyhoo,1
8445,appalled,1
8446,mam,1
8447,University,1
8448,stomach-ulcers,1
8449,finality,1
8450,Dictionary,1
8451,sweetest,1
8452,antipathy,1
8453,inventive,1
8454,simmering,1
8455,1932,1
8456,Prizes,1
8457,fillings,1
8458,integrated,1
8459,whale,1
8460,billowed,1
8461,sprung,1
8462,reaffirmed,1
8463,nearest,1
8464,telly,1
8465,Directions,1
8466,Notes,1
8467,hombre,1
8468,gether,1
8469,dford,1
8470,spoiled,1
8471,emphatically,1
8472,re-book,1
8473,blur,1
8474,rut,1
8475,reject,1
8476,canyon,1
8477,oxidise,1
8478,Betjeman,1
8479,propensities,1
8480,sum-total,1
8481,dislike,1
8482,Epicures,1
8483,pin-stripe,1
8484,harvest,1
8485,affidavit,1
8486,dignified,1
8487,remind,1
8488,tribes,1
8489,prostitute,1
8490,rocking,1
8491,gritted,1
8492,Your,1
8493,lupins,1
8494,Another,1
8495,feathered,1
8496,Leaning,1
8497,fifty-five,1
8498,tempo,1
8499,coolers,1
8500,AM,1
8501,nightingales',1
8502,airmen,1
8503,plenary,1
8504,Unlike,1
8505,shy,1
8506,preferable,1
8507,Berry,1
8508,robbers,1
8509,confident,1
8510,over-,1
8511,Tin,1
8512,trailing,1
8513,Leisurely,1
8514,star-studded,1
8515,Countless,1
8516,mobile,1
8517,prelude,1
8518,muddy,1
8519,Parliaments,1
8520,Shadow,1
8521,DOUGLAS,1
8522,inferior,1
8523,SUFFICIENTLY,1
8524,mance,1
8525,gathering,1
8526,metaphorical,1
8527,semi-micro,1
8528,Pietro,1
8529,unassailable,1
8530,harsh,1
8531,unpaved,1
8532,certificated,1
8533,SCATTERED,1
8534,ruddy,1
8535,4.25,1
8536,bush,1
8537,theatre,1
8538,confirmed,1
8539,lies,1
8540,frock-coat,1
8541,landmarked,1
8542,nurseries,1
8543,brittle,1
8544,allegorical,1
8545,possession,1
8546,Lollo,1
8547,cockney,1
8548,tinue,1
8549,tribunal,1
8550,sp.,1
8551,peal,1
8552,Supplies,1
8553,upright,1
8554,silica,1
8555,dictum,1
8556,sledge-hammers,1
8557,Bobby,1
8558,anti-bomb,1
8559,equilibrium,1
8560,Stone,1
8561,precipitation,1
8562,Brendan's,1
8563,Members,1
8564,roses,1
8565,frail,1
8566,valve,1
8567,stiffly,1
8568,Aviation,1
8569,THIS,1
8570,someone's,1
8571,Ian,1
8572,jelly-boned,1
8573,ceased,1
8574,Speaking,1
8575,ennui,1
8576,1930's,1
8577,vely,1
8578,Plas,1
8579,tradesmen,1
8580,enquiring,1
8581,constituting,1
8582,installation,1
8583,Ban-,1
8584,suspect,1
8585,expedient,1
8586,effected,1
8587,TRAMPLED,1
8588,laughing,1
8589,decorative,1
8590,desolate,1
8591,Laotian,1
8592,DDT,1
8593,compares,1
8594,Cranwell,1
8595,sym-,1
8596,pad,1
8597,resting,1
8598,six-shooters,1
8599,cargo,1
8600,prison,1
8601,cheerfully,1
8602,appropriated,1
8603,broadly,1
8604,Hon.,1
8605,wow,1
8606,fulfils,1
8607,morosely,1
8608,regularly,1
8609,Normally,1
8610,Check,1
8611,tory,1
8612,suggesting,1
8613,courtesy,1
8614,undoubtedly,1
8615,speakers,1
8616,WILL,1
8617,silkily,1
8618,cyst,1
8619,Africa's,1
8620,stipendiary,1
8621,sensing,1
8622,greatness,1
8623,oxygen-,1
8624,Guil-,1
8625,Peered,1
8626,bad-tempered,1
8627,chemists,1
8628,Providing,1
8629,Leo,1
8630,UNO,1
8631,plaintive,1
8632,jerked,1
8633,uttermost,1
8634,anti-German,1
8635,fluenced,1
8636,jury,1
8637,Fixing,1
8638,Seraphim,1
8639,swish,1
8640,misguided,1
8641,rationalized,1
8642,tatted,1
8643,opinions,1
8644,incredible,1
8645,veritable,1
8646,ALSO,1
8647,battalions,1
8648,entertainment,1
8649,considering,1
8650,deterred,1
8651,canvas,1
8652,cucumbers,1
8653,Woman's,1
8654,cereal,1
8655,ceramic,1
8656,Space,1
8657,magazine,1
8658,simulate,1
8659,Peace,1
8660,bullets,1
8661,thwarts,1
8662,jolted,1
8663,behaves,1
8664,accessories,1
8665,Peacock,1
8666,middle-brow,1
8667,sortie,1
8668,ambitious,1
8669,weep,1
8670,heart's,1
8671,consequences,1
8672,disturbing,1
8673,compliance,1
8674,tapped,1
8675,groundless,1
8676,firsts-of-June,1
8677,churchwardens,1
8678,1604,1
8679,Institutes,1
8680,sentimental,1
8681,obstacle,1
8682,fresher,1
8683,Authorized,1
8684,hopelessness,1
8685,Glory,1
8686,pastry,1
8687,Esau,1
8688,serious-minded,1
8689,bawled,1
8690,folklore,1
8691,brain-children,1
8692,tions,1
8693,Theory,1
8694,silhouette,1
8695,exhaustion,1
8696,Smiler,1
8697,Jesty,1
8698,conspicuous,1
8699,Employee,1
8700,depends,1
8701,Sheffield,1
8702,five-year,1
8703,undertaking,1
8704,judge's,1
8705,TOKENS,1
8706,Carlton,1
8707,lagged,1
8708,infuriate,1
8709,regi-,1
8710,bicuspidatus,1
8711,limp,1
8712,sheer,1
8713,dispense,1
8714,raconteur,1
8715,Piccadilly,1
8716,boarding,1
8717,Mass,1
8718,fanatics,1
8719,severely,1
8720,contests,1
8721,temperament,1
8722,notorious,1
8723,poles,1
8724,mixing,1
8725,bread-and-butter,1
8726,Mick,1
8727,lobbied,1
8728,Schooldays,1
8729,enlighten,1
8730,leaflet,1
8731,mantel-,1
8732,continuing,1
8733,Fingered,1
8734,kissing,1
8735,extremes,1
8736,Society,1
8737,iniquitous,1
8738,grumblers,1
8739,Newman,1
8740,crossroads,1
8741,advisability,1
8742,grinder,1
8743,steady-going,1
8744,radio-active,1
8745,belabouring,1
8746,Kent,1
8747,adoption,1
8748,15-17,1
8749,participating,1
8750,flattened,1
8751,ernment,1
8752,robust,1
8753,stumbled,1
8754,Therapeutic,1
8755,longiremis,1
8756,shambles,1
8757,alas,1
8758,bigger,1
8759,Monmouthshire,1
8760,Ltd.,1
8761,dactyloscopy,1
8762,ducky,1
8763,roach,1
8764,vinced,1
8765,Rolls-,1
8766,clumsy,1
8767,Lega,1
8768,new-born,1
8769,pinnacle,1
8770,Rabbis,1
8771,sympathetic,1
8772,ditty,1
8773,POLITICAL,1
8774,heading,1
8775,wisely,1
8776,confirming,1
8777,finals,1
8778,PRODUCER,1
8779,red-carpet,1
8780,1HONOR,1
8781,Negresco,1
8782,South-East,1
8783,SCALE,1
8784,Kyrkby,1
8785,worm,1
8786,mail,1
8787,Buttery,1
8788,negotiating,1
8789,sanative,1
8790,earnestly,1
8791,deck,1
8792,faculties,1
8793,hungry,1
8794,i.e.,1
8795,eight-round,1
8796,secretive,1
8797,NEWTON,1
8798,driving,1
8799,cutters,1
8800,Insert,1
8801,gardener,1
8802,approx.,1
8803,lunar,1
8804,Pancras,1
8805,Algoma,1
8806,dec.,1
8807,suitcase,1
8808,Christopher,1
8809,CARRIED,1
8810,dramatically,1
8811,lavatory,1
8812,sun-,1
8813,K's,1
8814,twenty-one,1
8815,circle,1
8816,bingo-parlour,1
8817,phone,1
8818,SHELLEY,1
8819,interned,1
8820,sequence,1
8821,Red,1
8822,arsenic,1
8823,conceivably,1
8824,mani-,1
8825,breakfasts,1
8826,rack-,1
8827,Kultur,1
8828,Todd,1
8829,poisonous,1
8830,fails,1
8831,diplomacy,1
8832,snigger,1
8833,Gaulle's,1
8834,delegations,1
8835,Dull,1
8836,crooks,1
8837,prosaic,1
8838,prehistoric,1
8839,whenever,1
8840,heaped,1
8841,Nicholas's,1
8842,horrible,1
8843,TEA,1
8844,concessions,1
8845,countryside,1
8846,MAN,1
8847,encountered,1
8848,Governor,1
8849,pious,1
8850,ostentatious,1
8851,pelicans,1
8852,briefing,1
8853,Cheer,1
8854,EVEN,1
8855,Books,1
8856,metathesis,1
8857,destitution,1
8858,OUR,1
8859,colleges,1
8860,seeds,1
8861,banned,1
8862,pockets,1
8863,resigns,1
8864,untrue,1
8865,feather-weight,1
8866,overflow,1
8867,Hyer,1
8868,sacrifices,1
8869,launcher,1
8870,awfully,1
8871,agent,1
8872,zeal,1
8873,painted,1
8874,litan,1
8875,ripe,1
8876,harangued,1
8877,widowhood,1
8878,anecdotal,1
8879,heels,1
8880,head-on,1
8881,alliance,1
8882,planted,1
8883,SHAMIR,1
8884,haze,1
8885,slaughter,1
8886,Grasp,1
8887,confide,1
8888,clings,1
8889,coinage,1
8890,practi-,1
8891,Northampton,1
8892,shunned,1
8893,POLICE,1
8894,over-indulge,1
8895,Hoesch's,1
8896,outcrop,1
8897,T-Junction,1
8898,cocoon,1
8899,wharf,1
8900,abatement,1
8901,abandon,1
8902,Jones,1
8903,sapped,1
8904,Mail,1
8905,Sukarno,1
8906,manned,1
8907,men-at-arms,1
8908,fractured,1
8909,fenced,1
8910,penny,1
8911,ooze,1
8912,elusive,1
8913,remote,1
8914,dimensions,1
8915,Mike,1
8916,re-established,1
8917,Easterly,1
8918,thoughtless,1
8919,richly-,1
8920,detection,1
8921,grained,1
8922,OTTO,1
8923,blamed,1
8924,E.M.F.,1
8925,imparted,1
8926,Rhine,1
8927,farming,1
8928,achieving,1
8929,mouthful,1
8930,ceasefire,1
8931,twelve,1
8932,bulletins,1
8933,Results,1
8934,earliest,1
8935,Quietly,1
8936,latent,1
8937,darkened,1
8938,Gina,1
8939,halving,1
8940,typist,1
8941,geared,1
8942,revitali-,1
8943,undertake,1
8944,Opposing,1
8945,Harold,1
8946,imperishable,1
8947,MONDAY,1
8948,peril,1
8949,argues,1
8950,gala,1
8951,INCORRECT,1
8952,biased,1
8953,backward,1
8954,complex,1
8955,Order,1
8956,brilliantly-written,1
8957,Sudanese,1
8958,Council's,1
8959,quarries,1
8960,Cax-,1
8961,recordings,1
8962,immigrant,1
8963,formula,1
8964,bulging,1
8965,brings,1
8966,Che-,1
8967,flooding,1
8968,throttled,1
8969,over-embellished,1
8970,ally,1
8971,mischief-,1
8972,raucous,1
8973,unnaturally,1
8974,skilful,1
8975,Buckingham,1
8976,drudgery,1
8977,pantaloons,1
8978,glasspaper,1
8979,pike,1
8980,inert,1
8981,wasted,1
8982,solar,1
8983,assault,1
8984,Julian's,1
8985,can-,1
8986,flourishing,1
8987,Domestic,1
8988,fussy,1
8989,Tonight,1
8990,traversing,1
8991,borders,1
8992,BUTLER,1
8993,hovering,1
8994,ries,1
8995,Troy,1
8996,Timetables,1
8997,Cathe-,1
8998,Decalogue,1
8999,Better,1
9000,Mechanisms,1
9001,atten-,1
9002,slavery,1
9003,Ontario,1
9004,reproduction,1
9005,sham,1
9006,MARCIA,1
9007,collecting,1
9008,unconditional,1
9009,"300,000",1
9010,hopper,1
9011,POWER,1
9012,Mitzrajim,1
9013,graduated,1
9014,Rebel,1
9015,History,1
9016,Heliogabalus,1
9017,lumholzi,1
9018,obstructed,1
9019,Christ,1
9020,cladoceran,1
9021,1835,1
9022,threat,1
9023,dominated,1
9024,staggered,1
9025,Lansdowne,1
9026,witnessed,1
9027,advised,1
9028,inopportune,1
9029,Indonesian,1
9030,Wolverhampton,1
9031,Earth's,1
9032,Salt,1
9033,Bombay,1
9034,Wise,1
9035,treads,1
9036,eh,1
9037,loaves,1
9038,bragging,1
9039,2durned,1
9040,fraudulent,1
9041,abuse,1
9042,copying,1
9043,matzo,1
9044,Euphausiacea,1
9045,omitted,1
9046,rine,1
9047,outsiders,1
9048,TREASURED,1
9049,Neapo-,1
9050,constancy,1
9051,whispering,1
9052,corrugated,1
9053,polonium-210,1
9054,nick,1
9055,insulted,1
9056,differentiated,1
9057,mesh,1
9058,replacing,1
9059,hockey,1
9060,Eden,1
9061,longimanus,1
9062,*,1
9063,condemned,1
9064,fragments,1
9065,random,1
9066,potted,1
9067,sophisticated,1
9068,likelihood,1
9069,servant,1
9070,plexus,1
9071,clerics,1
9072,buttes,1
9073,unfurnished,1
9074,vagrant,1
9075,Temple,1
9076,refrained,1
9077,Englishmen,1
9078,fumbling,1
9079,needn't,1
9080,STORY,1
9081,focus,1
9082,cervical,1
9083,Juke,1
9084,Crossing,1
9085,Films,1
9086,Prussians,1
9087,nip,1
9088,zero,1
9089,vapour,1
9090,pluckily,1
9091,arches,1
9092,mantle,1
9093,radio's,1
9094,sey,1
9095,grin,1
9096,Praying,1
9097,Mammon,1
9098,hooded,1
9099,Profits,1
9100,shrieking,1
9101,millenium,1
9102,STEWARD,1
9103,Diaptomus,1
9104,cessary,1
9105,foe,1
9106,unequivocally,1
9107,veil,1
9108,non-,1
9109,strategist,1
9110,men's,1
9111,processed,1
9112,converted,1
9113,subordinated,1
9114,Coulsdon,1
9115,wholesale,1
9116,inquired,1
9117,Versailles,1
9118,Elvis,1
9119,ascending,1
9120,Eleasar,1
9121,governmental,1
9122,sporting,1
9123,inte-,1
9124,embarrassment,1
9125,Censuses,1
9126,Memorial,1
9127,introspecting,1
9128,x,1
9129,meanwhile,1
9130,178,1
9131,physics,1
9132,Vita,1
9133,gown,1
9134,altos,1
9135,lion,1
9136,minals,1
9137,6al,1
9138,squash,1
9139,Limoges,1
9140,an',1
9141,Fisher,1
9142,Congratulations,1
9143,talkative,1
9144,Lawford,1
9145,pocket-book,1
9146,stamping,1
9147,4wiltmilt,1
9148,contranatant,1
9149,well-loved,1
9150,oaf,1
9151,Ordinary,1
9152,indestructible,1
9153,Staff,1
9154,olives,1
9155,fringes,1
9156,obstinately,1
9157,favourite,1
9158,portions,1
9159,budget,1
9160,consciously,1
9161,outlines,1
9162,Deadly,1
9163,hip,1
9164,tendencies,1
9165,chias,1
9166,Danes,1
9167,Feathers,1
9168,pushes,1
9169,ornaments,1
9170,concert,1
9171,watering,1
9172,shorts,1
9173,framework,1
9174,mink,1
9175,SELWYN,1
9176,rated,1
9177,borough,1
9178,335,1
9179,CITIZENS,1
9180,anti-nuclear,1
9181,adulterous,1
9182,Sometimes,1
9183,Hull,1
9184,Tables,1
9185,hitting,1
9186,garaged,1
9187,Neagle,1
9188,modify,1
9189,amazed,1
9190,1914-18,1
9191,cuisine,1
9192,terrors,1
9193,Hunt,1
9194,willow,1
9195,adamant,1
9196,queerness,1
9197,Leader,1
9198,cancelled,1
9199,stimulus,1
9200,await,1
9201,abbreviated,1
